video,event_index,human_time_s,human_label,model_time_s,delta_s,model_label,model_region_idx,model_confidence,matched,note
DJI_0859,16,794.112000,R,,,None,,,0,
DJI_0860,1,30.122000,G,,,None,,,0,
DJI_0860,2,131.840000,G,,,None,,,0,
DJI_0860,3,85.077000,R,,,None,,,0,
DJI_0860,4,189.397000,R,,,None,,,0,
DJI_0860,5,237.312000,G,,,None,,,0,
DJI_0860,6,288.853000,R,,,None,,,0,
DJI_0860,7,343.808000,G,,,None,,,0,
DJI_0860,8,384.768000,R,,,None,,,0,
DJI_0860,9,459.178000,G,,,None,,,0,
DJI_0860,10,512.853000,R,,,None,,,0,
DJI_0860,11,565.333000,G,,,None,,,0,
DJI_0860,12,619.264000,R,,,None,,,0,
DJI_0860,13,674.560000,G,,,None,,,0,
DJI_0860,14,729.216000,R,,,None,,,0,
DJI_0860,15,785.024000,G,,,None,,,0,
DJI_0860,16,845.568000,R,,,None,,,0,
DJI_0860,17,888.234000,G,,,None,,,0,
DJI_0861,1,21.077000,R,,,None,,,0,
DJI_0861,2,64.768000,G,,,None,,,0,
DJI_0861,3,128.256000,R,,,None,,,0,
DJI_0861,4,180.138000,G,,,None,,,0,
DJI_0861,5,234.752000,R,,,None,,,0,
DJI_0861,6,295.168000,G,,,None,,,0,
DJI_0861,7,347.050000,R,,,None,,,0,
DJI_0861,8,405.418000,G,,,None,,,0,
DJI_0861,9,461.738000,R,,,None,,,0,
DJI_0861,10,511.232000,G,,,None,,,0,
DJI_0861,11,567.893000,R,,,None,,,0,
DJI_0861,12,624.554000,G,,,None,,,0,
DJI_0861,13,671.658000,R,,,None,,,0,
DJI_0861,14,733.376000,G,,,None,,,0,
DJI_0861,15,787.370000,R,,,None,,,0,
DJI_0861,16,897.280000,R,,,None,,,0,
DJI_0861,17,850.858000,G,,,None,,,0,
DJI_0862,1,28.608000,G,,,None,,,0,
DJI_0862,2,83.392000,R,,,None,,,0,
DJI_0862,3,132.714000,G,,,None,,,0,
DJI_0862,4,194.837000,R,,,None,,,0,
DJI_0862,5,240.917000,G,,,None,,,0,
DJI_0862,6,303.808000,R,,,None,,,0,
DJI_0862,7,345.365000,G,,,None,,,0,
DJI_0862,8,407.786000,R,,,None,,,0,
DJI_0862,9,457.514000,G,,,None,,,0,
