video,event_index,human_time_s,human_label,model_time_s,delta_s,model_label,model_region_idx,model_confidence,matched,note
DJI_0472,4,211.392000,R,,,None,,,0,
DJI_0472,5,264.256000,R,,,None,,,0,
DJI_0472,6,318.101000,R,,,None,,,0,
DJI_0472,7,370.666000,G,,,None,,,0,
DJI_0472,8,430.954000,R,,,None,,,0,
DJI_0472,9,477.845000,G,,,None,,,0,
DJI_0472,10,527.616000,R,,,None,,,0,
DJI_0472,11,591.850000,G,,,None,,,0,
DJI_0472,12,650.944000,R,,,None,,,0,
DJI_0472,13,700.864000,G,,,None,,,0,
DJI_0472,14,746.197000,R,,,None,,,0,
DJI_0472,15,811.669000,G,,,None,,,0,
DJI_0472,16,872.981000,R,,,None,,,0,
DJI_0472,17,927.722000,G,,,None,,,0,
DJI_0473,1,51.242000,R,,,None,,,0,
DJI_0473,2,108.245000,G,,,None,,,0,
DJI_0473,3,164.224000,R,,,None,,,0,
DJI_0473,4,216.384000,G,,,None,,,0,
DJI_0473,5,274.026000,R,,,None,,,0,
DJI_0473,6,320.213000,G,,,None,,,0,
DJI_0473,7,382.186000,R,,,None,,,0,
DJI_0473,8,432.725000,G,,,None,,,0,
DJI_0473,9,486.656000,R,,,None,,,0,
DJI_0473,10,542.357000,G,,,None,,,0,
DJI_0473,11,583.381000,R,,,None,,,0,
DJI_0473,12,652.330000,G,,,None,,,0,
DJI_0473,13,712.746000,R,,,None,,,0,
DJI_0473,14,761.706000,G,,,None,,,0,
DJI_0473,15,824.021000,R,,,None,,,0,
DJI_0473,16,871.658000,G,,,None,,,0,
DJI_0474,1,47.082000,G,,,None,,,0,
DJI_0474,2,108.181000,R,,,None,,,0,
DJI_0474,3,157.674000,G,,,None,,,0,
DJI_0474,4,222.869000,R,,,None,,,0,
DJI_0474,5,265.877000,G,,,None,,,0,
DJI_0474,6,328.341000,R,,,None,,,0,
DJI_0474,7,378.517000,G,,,None,,,0,
DJI_0474,8,437.909000,R,,,None,,,0,
DJI_0474,9,490.133000,G,,,None,,,0,
DJI_0474,10,537.450000,R,,,None,,,0,
DJI_0474,11,603.114000,G,,,None,,,0,
DJI_0474,12,657.045000,R,,,None,,,0,
DJI_0474,13,715.989000,G,,,None,,,0,
DJI_0474,14,774.122000,R,,,None,,,0,
DJI_0474,15,825.045000,G,,,None,,,0,
DJI_0474,16,880.981000,G,,,None,,,0,
DJI_0475,1,63.125000,R,,,None,,,0,
DJI_0475,2,115.349000,G,,,None,,,0,
DJI_0475,3,150.506000,R,,,None,,,0,
DJI_0475,4,218.432000,G,,,None,,,0,
DJI_0475,5,275.434000,R,,,None,,,0,
DJI_0475,6,329.024000,G,,,None,,,0,
DJI_0475,7,383.637000,R,,,None,,,0,
DJI_0475,8,437.226000,G,,,None,,,0,
DJI_0475,9,495.786000,R,,,None,,,0,
DJI_0475,10,551.232000,G,,,None,,,0,
DJI_0475,11,608.234000,R,,,None,,,0,
DJI_0475,12,660.010000,G,,,None,,,0,
DJI_0475,13,714.389000,R,,,None,,,0,
DJI_0475,14,827.029000,R,,,None,,,0,
DJI_0475,15,771.328000,G,,,None,,,0,
DJI_0475,16,875.157000,G,,,None,,,0,
DJI_0475,17,931.305000,R,,,None,,,0,
DJI_0476,1,53.909000,G,,,None,,,0,
DJI_0476,2,102.720000,R,,,None,,,0,
DJI_0476,3,164.992000,G,,,None,,,0,
DJI_0476,4,221.504000,R,,,None,,,0,
DJI_0476,5,274.752000,G,,,None,,,0,
DJI_0476,6,332.437000,R,,,None,,,0,
